timestamp,income,allExpense,balance,educationalExpense,rentAdjustmentExpense,recreationalExpense,shelterExpense,foodExpense
13/1/2023,800,-50.0045121,749.9954879,0,0,-35.86447557,0,-14.14003653
14/1/2023,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
15/1/2023,517.5746842,-58.12518454,459.4494997,0,0,-43.28471189,0,-14.84047265
16/1/2023,800,-54.62981213,745.3701879,0,0,-42.04800584,0,-12.58180629
17/1/2023,800,-49.0122276,750.9877724,0,0,-34.17175495,0,-14.84047265
18/1/2023,800,-49.46824216,750.5317578,0,0,-34.62776951,0,-14.84047265
19/1/2023,800,-53.72557311,746.2744269,0,0,-38.88510046,0,-14.84047265
20/1/2023,800,-54.90390949,745.0960905,0,0,-40.06343684,0,-14.84047265
21/1/2023,517.5746842,-56.88847849,460.6862057,0,0,-42.04800584,0,-14.84047265
22/1/2023,517.5746842,-59.3618906,458.2127936,0,0,-44.52141795,0,-14.84047265
23/1/2023,800,-54.41506638,745.5849336,0,0,-39.57459373,0,-14.84047265
24/1/2023,800,-49.7691882,750.2308118,0,0,-34.92871555,0,-14.84047265
25/1/2023,800,-51.94165427,748.0583457,0,0,-37.10118162,0,-14.84047265
26/1/2023,800,-51.77410277,748.2258972,0,0,-36.93363012,0,-14.84047265
27/1/2023,800,-51.94165427,748.0583457,0,0,-37.10118162,0,-14.84047265
28/1/2023,517.5746842,-59.3618906,458.2127936,0,0,-44.52141795,0,-14.84047265
29/1/2023,517.5746842,-54.41506638,463.1596178,0,0,-39.57459373,0,-14.84047265
30/1/2023,800,-52.15640002,747.8436,0,0,-39.57459373,0,-12.58180629
31/1/2023,800,-51.77410277,748.2258972,0,0,-36.93363012,0,-14.84047265
1/2/2023,800,-1701.703174,-901.7031742,-91.14351385,0,-40.06343684,-1556.356187,-14.14003653
2/2/2023,800,-53.02513699,746.974863,0,0,-38.88510046,0,-14.14003653
3/2/2023,800,-50.7481686,749.2518314,0,0,-35.90769595,0,-14.84047265
4/2/2023,517.5746842,-56.08224586,461.4924383,0,0,-41.24177321,0,-14.84047265
5/2/2023,517.5746842,-55.65177243,461.9229118,0,0,-40.81129978,0,-14.84047265
6/2/2023,800,-51.36890035,748.6310997,0,0,-36.5284277,0,-14.84047265
7/2/2023,800,-50.19056398,749.809436,0,0,-35.35009133,0,-14.84047265
8/2/2023,800,-50.66846423,749.3315358,0,0,-36.5284277,0,-14.14003653
9/2/2023,800,-54.90390949,745.0960905,0,0,-40.06343684,0,-14.84047265
10/2/2023,800,-53.02513699,746.974863,0,0,-38.88510046,0,-14.14003653
11/2/2023,517.5746842,-54.41506638,463.1596178,0,0,-39.57459373,0,-14.84047265
12/2/2023,517.5746842,-52.54723673,465.0274475,0,0,-37.70676408,0,-14.84047265
13/2/2023,800,-53.72557311,746.2744269,0,0,-38.88510046,0,-14.84047265
14/2/2023,800,-49.47652628,750.5234737,0,0,-34.63605363,0,-14.84047265
15/2/2023,800,-54.20347337,745.7965266,0,0,-40.06343684,0,-14.14003653
16/2/2023,800,-52.47792421,747.5220758,0,0,-38.33788768,0,-14.14003653
17/2/2023,800,-57.26058224,742.7394178,0,0,-42.42010959,0,-14.84047265
18/2/2023,517.5746842,-54.41506638,463.1596178,0,0,-39.57459373,0,-14.84047265
19/2/2023,517.5746842,-56.08224586,461.4924383,0,0,-41.24177321,0,-14.84047265
20/2/2023,800,-56.88847849,743.1115215,0,0,-42.04800584,0,-14.84047265
21/2/2023,800,-52.47792421,747.5220758,0,0,-38.33788768,0,-14.14003653
22/2/2023,800,-50.19056398,749.809436,0,0,-35.35009133,0,-14.84047265
23/2/2023,800,-53.72557311,746.2744269,0,0,-38.88510046,0,-14.84047265
24/2/2023,800,-57.26058224,742.7394178,0,0,-42.42010959,0,-14.84047265
25/2/2023,517.5746842,-53.72557311,463.8491111,0,0,-38.88510046,0,-14.84047265
26/2/2023,517.5746842,-54.90390949,462.6707747,0,0,-40.06343684,0,-14.84047265
27/2/2023,800,-50.19056398,749.809436,0,0,-35.35009133,0,-14.84047265
28/2/2023,800,-55.38180974,744.6181903,0,0,-41.24177321,0,-14.14003653
1/3/2023,800,-1698.204649,-898.2046491,-91.14351385,0,-35.86447557,-1556.356187,-14.84047265
2/3/2023,800,-52.54723673,747.4527633,0,0,-37.70676408,0,-14.84047265
3/3/2023,800,-53.72557311,746.2744269,0,0,-38.88510046,0,-14.84047265
4/3/2023,517.5746842,-52.54723673,465.0274475,0,0,-37.70676408,0,-14.84047265
5/3/2023,517.5746842,-56.88847849,460.6862057,0,0,-42.04800584,0,-14.84047265
6/3/2023,800,-53.17836033,746.8216397,0,0,-38.33788768,0,-14.84047265
7/3/2023,800,-51.07366665,748.9263334,0,0,-36.93363012,0,-14.14003653
8/3/2023,800,-50.66846423,749.3315358,0,0,-36.5284277,0,-14.14003653
9/3/2023,800,-59.3618906,740.6381094,0,0,-44.52141795,0,-14.84047265
10/3/2023,800,-48.23153611,751.7684639,0,0,-33.39106346,0,-14.84047265
11/3/2023,517.5746842,-54.41506638,463.1596178,0,0,-39.57459373,0,-14.84047265
12/3/2023,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
13/3/2023,800,-50.83697153,749.1630285,0,0,-36.696935,0,-14.14003653
14/3/2023,800,-49.49012786,750.5098721,0,0,-35.35009133,0,-14.14003653
15/3/2023,800,-54.41506638,745.5849336,0,0,-39.57459373,0,-14.84047265
16/3/2023,800,-54.41506638,745.5849336,0,0,-39.57459373,0,-14.84047265
17/3/2023,800,-59.3618906,740.6381094,0,0,-44.52141795,0,-14.84047265
18/3/2023,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
19/3/2023,517.5746842,-54.90390949,462.6707747,0,0,-40.06343684,0,-14.84047265
20/3/2023,800,-55.65177243,744.3482276,0,0,-40.81129978,0,-14.84047265
21/3/2023,800,-55.65177243,744.3482276,0,0,-40.81129978,0,-14.84047265
22/3/2023,800,-53.72557311,746.2744269,0,0,-38.88510046,0,-14.84047265
23/3/2023,800,-52.54723673,747.4527633,0,0,-37.70676408,0,-14.84047265
24/3/2023,800,-54.90390949,745.0960905,0,0,-40.06343684,0,-14.84047265
25/3/2023,517.5746842,-55.65177243,461.9229118,0,0,-40.81129978,0,-14.84047265
26/3/2023,517.5746842,-54.90390949,462.6707747,0,0,-40.06343684,0,-14.84047265
27/3/2023,800,-59.3618906,740.6381094,0,0,-44.52141795,0,-14.84047265
28/3/2023,800,-50.52800564,749.4719944,0,0,-38.88510046,0,-11.64290518
29/3/2023,800,-53.71463026,746.2853697,0,0,-39.57459373,0,-14.14003653
30/3/2023,800,-58.12518454,741.8748155,0,0,-43.28471189,0,-14.84047265
31/3/2023,800,-55.65177243,744.3482276,0,0,-40.81129978,0,-14.84047265
1/4/2023,517.5746842,-1700.678061,-1183.103377,-91.14351385,0,-38.33788768,-1556.356187,-14.84047265
2/4/2023,517.5746842,-55.65177243,461.9229118,0,0,-40.81129978,0,-14.84047265
3/4/2023,800,-55.65177243,744.3482276,0,0,-40.81129978,0,-14.84047265
4/4/2023,800,-48.51441368,751.4855863,0,0,-33.67394103,0,-14.84047265
5/4/2023,800,-51.36890035,748.6310997,0,0,-36.5284277,0,-14.84047265
6/4/2023,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
7/4/2023,800,-54.20347337,745.7965266,0,0,-40.06343684,0,-14.14003653
8/4/2023,517.5746842,-54.90390949,462.6707747,0,0,-40.06343684,0,-14.84047265
9/4/2023,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
10/4/2023,800,-51.84680061,748.1531994,0,0,-37.70676408,0,-14.14003653
11/4/2023,800,-51.77410277,748.2258972,0,0,-36.93363012,0,-14.84047265
12/4/2023,800,-50.19056398,749.809436,0,0,-35.35009133,0,-14.84047265
13/4/2023,800,-50.0045121,749.9954879,0,0,-35.86447557,0,-14.14003653
14/4/2023,800,-49.49012786,750.5098721,0,0,-35.35009133,0,-14.14003653
15/4/2023,517.5746842,-55.65177243,461.9229118,0,0,-40.81129978,0,-14.84047265
16/4/2023,517.5746842,-53.72557311,463.8491111,0,0,-38.88510046,0,-14.84047265
17/4/2023,800,-52.54723673,747.4527633,0,0,-37.70676408,0,-14.84047265
18/4/2023,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
19/4/2023,800,-50.7481686,749.2518314,0,0,-35.90769595,0,-14.84047265
20/4/2023,800,-55.65177243,744.3482276,0,0,-40.81129978,0,-14.84047265
21/4/2023,800,-54.41506638,745.5849336,0,0,-39.57459373,0,-14.84047265
22/4/2023,517.5746842,-55.65177243,461.9229118,0,0,-40.81129978,0,-14.84047265
23/4/2023,517.5746842,-50.70494822,466.869736,0,0,-35.86447557,0,-14.84047265
24/4/2023,800,-59.3618906,740.6381094,0,0,-44.52141795,0,-14.84047265
25/4/2023,800,-51.24121815,748.7587819,0,0,-37.10118162,0,-14.14003653
26/4/2023,800,-51.84680061,748.1531994,0,0,-37.70676408,0,-14.14003653
27/4/2023,800,-51.36890035,748.6310997,0,0,-36.5284277,0,-14.84047265
28/4/2023,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
29/4/2023,517.5746842,-55.65177243,461.9229118,0,0,-40.81129978,0,-14.84047265
30/4/2023,517.5746842,-58.12518454,459.4494997,0,0,-43.28471189,0,-14.84047265
1/5/2023,800,-1704.760283,-904.7602831,-91.14351385,0,-42.42010959,-1556.356187,-14.84047265
2/5/2023,800,-47.19297182,752.8070282,0,0,-34.88176178,0,-12.31121004
3/5/2023,800,-48.31179148,751.6882085,0,0,-34.17175495,0,-14.14003653
4/5/2023,800,-58.12518454,741.8748155,0,0,-43.28471189,0,-14.84047265
5/5/2023,800,-52.54723673,747.4527633,0,0,-37.70676408,0,-14.84047265
6/5/2023,517.5746842,-54.41506638,463.1596178,0,0,-39.57459373,0,-14.84047265
7/5/2023,517.5746842,-51.36890035,466.2057839,0,0,-36.5284277,0,-14.84047265
8/5/2023,800,-54.90390949,745.0960905,0,0,-40.06343684,0,-14.84047265
9/5/2023,800,-50.70494822,749.2950518,0,0,-35.86447557,0,-14.84047265
10/5/2023,800,-51.94165427,748.0583457,0,0,-37.10118162,0,-14.84047265
11/5/2023,800,-52.47792421,747.5220758,0,0,-38.33788768,0,-14.14003653
12/5/2023,800,-50.19056398,749.809436,0,0,-35.35009133,0,-14.84047265
13/5/2023,517.5746842,-57.26058224,460.314102,0,0,-42.42010959,0,-14.84047265
14/5/2023,517.5746842,-53.17836033,464.3963239,0,0,-38.33788768,0,-14.84047265
15/5/2023,800,-53.72557311,746.2744269,0,0,-38.88510046,0,-14.84047265
16/5/2023,800,-53.17836033,746.8216397,0,0,-38.33788768,0,-14.84047265
17/5/2023,800,-54.20347337,745.7965266,0,0,-40.06343684,0,-14.14003653
18/5/2023,800,-49.11023399,750.889766,0,0,-36.5284277,0,-12.58180629
19/5/2023,800,-50.19056398,749.809436,0,0,-35.35009133,0,-14.84047265
20/5/2023,517.5746842,-51.94165427,465.6330299,0,0,-37.10118162,0,-14.84047265
21/5/2023,517.5746842,-56.88847849,460.6862057,0,0,-42.04800584,0,-14.84047265
22/5/2023,800,-51.84680061,748.1531994,0,0,-37.70676408,0,-14.14003653
23/5/2023,800,-54.95133631,745.0486637,0,0,-40.81129978,0,-14.14003653
24/5/2023,800,-51.94165427,748.0583457,0,0,-37.10118162,0,-14.84047265
