employerId,Yr_Month,Num_of_Employees,Num_of_Jobs,avgPay,Pay_Group,location,buildingId,HiredRate
429,2022-07,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
429,2022-08,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
429,2022-09,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
429,2022-10,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
429,2022-11,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
429,2022-12,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
429,2023-01,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
429,2023-02,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
429,2023-03,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
429,2023-04,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
429,2023-05,5,6,20.758172180000003,$16-35(Mid),POINT (715.9086691087551 4418.132191398763),964,83
430,2022-03,2,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,100
430,2022-04,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2022-05,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2022-06,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2022-07,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2022-08,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2022-09,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2022-10,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2022-11,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2022-12,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2023-01,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2023-02,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2023-03,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2023-04,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
430,2023-05,1,2,11.834186035,<=$15 (Low),POINT (707.1111664944394 2001.4772026036535),304,50
431,2022-03,2,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,100
431,2022-04,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2022-05,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2022-06,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2022-07,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2022-08,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2022-09,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2022-10,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2022-11,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2022-12,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2023-01,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2023-02,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2023-03,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2023-04,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
431,2023-05,1,2,15.09463255,$16-35(Mid),POINT (-294.35496310306917 1795.1079117198856),946,50
432,2022-03,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2022-04,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2022-05,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2022-06,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2022-07,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2022-08,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2022-09,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2022-10,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2022-11,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2022-12,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2023-01,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2023-02,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2023-03,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2023-04,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
432,2023-05,4,6,16.270445625,$16-35(Mid),POINT (991.3270590871906 4100.917174659022),142,67
433,2022-03,3,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,150
433,2022-04,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2022-05,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2022-06,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2022-07,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2022-08,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2022-09,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2022-10,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2022-11,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2022-12,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2023-01,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2023-02,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2023-03,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2023-04,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
433,2023-05,1,2,11.82935948,<=$15 (Low),POINT (318.94970745415804 1033.1806025214216),516,50
434,2022-03,8,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,100
434,2022-04,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2022-05,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2022-06,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2022-07,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2022-08,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2022-09,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2022-10,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2022-11,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2022-12,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2023-01,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2023-02,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2023-03,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2023-04,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
434,2023-05,5,8,12.928141369999999,<=$15 (Low),POINT (800.6342599068146 4103.165163999878),150,62
435,2022-03,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2022-04,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2022-05,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2022-06,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2022-07,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2022-08,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2022-09,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2022-10,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2022-11,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2022-12,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2023-01,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2023-02,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2023-03,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2023-04,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
435,2023-05,5,7,11.84070839,<=$15 (Low),POINT (1122.7448164206246 4383.066969959758),34,71
436,2022-03,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2022-04,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2022-05,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2022-06,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2022-07,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2022-08,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2022-09,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2022-10,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2022-11,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2022-12,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2023-01,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2023-02,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2023-03,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2023-04,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
436,2023-05,3,6,20.356831325,$16-35(Mid),POINT (1376.3976505541523 4861.346259046002),1024,50
437,2022-03,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2022-04,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2022-05,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2022-06,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2022-07,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2022-08,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2022-09,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2022-10,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2022-11,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2022-12,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2023-01,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2023-02,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2023-03,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2023-04,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
437,2023-05,7,9,18.81334964,$16-35(Mid),POINT (660.2070252315734 3610.994566867167),511,78
438,2022-03,26,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,325
438,2022-04,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2022-05,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2022-06,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2022-07,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2022-08,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2022-09,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2022-10,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2022-11,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2022-12,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2023-01,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2023-02,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2023-03,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2023-04,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
438,2023-05,5,8,16.087143625,$16-35(Mid),POINT (2130.281249848629 4828.020411811667),972,62
439,2022-03,8,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,114
439,2022-04,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2022-05,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2022-06,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2022-07,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2022-08,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2022-09,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2022-10,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2022-11,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2022-12,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2023-01,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2023-02,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2023-03,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2023-04,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
439,2023-05,6,7,22.20073623,$16-35(Mid),POINT (585.2216880077107 3622.7180435904966),395,86
440,2022-03,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2022-04,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2022-05,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2022-06,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2022-07,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2022-08,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2022-09,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2022-10,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2022-11,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2022-12,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2023-01,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2023-02,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2023-03,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2023-04,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
440,2023-05,5,8,14.74102317,<=$15 (Low),POINT (448.79913987469365 4328.78174286464),644,62
441,2022-03,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2022-04,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2022-05,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2022-06,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2022-07,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2022-08,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2022-09,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2022-10,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2022-11,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2022-12,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2023-01,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2023-02,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2023-03,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2023-04,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
441,2023-05,5,7,23.52419907,$16-35(Mid),POINT (-81.95690431663532 1423.077479497391),241,71
829,2022-03,2,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,100
829,2022-04,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2022-05,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2022-06,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2022-07,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2022-08,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2022-09,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2022-10,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2022-11,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2022-12,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2023-01,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2023-02,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2023-03,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2023-04,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
829,2023-05,1,2,32.230570125,$16-35(Mid),POINT (-1683.9788287469512 4166.34595719268),411,50
830,2022-03,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2022-04,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2022-05,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2022-06,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2022-07,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2022-08,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2022-09,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2022-10,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2022-11,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2022-12,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2023-01,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2023-02,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2023-03,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2023-04,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
830,2023-05,4,6,22.016945845,$16-35(Mid),POINT (-804.6120047431612 5042.0163759841835),421,67
831,2022-03,5,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,71
831,2022-04,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2022-05,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2022-06,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2022-07,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2022-08,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2022-09,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2022-10,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2022-11,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2022-12,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2023-01,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2023-02,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2023-03,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2023-04,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
831,2023-05,3,7,11.7481468,<=$15 (Low),POINT (-2200.279972988196 3572.4693137151007),32,43
832,2022-03,1,3,10,<=$15 (Low),POINT (-831.9562922398395 4676.4089408349555),549,33
833,2022-03,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2022-04,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2022-05,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2022-06,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2022-07,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2022-08,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2022-09,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2022-10,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2022-11,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2022-12,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2023-01,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2023-02,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2023-03,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2023-04,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
833,2023-05,3,4,14.069875035,<=$15 (Low),POINT (-1967.8258905516104 4299.950272203162),93,75
834,2022-03,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2022-04,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2022-05,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2022-06,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2022-07,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2022-08,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2022-09,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2022-10,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2022-11,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2022-12,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2023-01,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2023-02,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2023-03,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2023-04,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
834,2023-05,2,7,12.40969531,<=$15 (Low),POINT (-2380.139484985013 2944.7204566724226),869,29
835,2022-03,2,2,10.767645475,<=$15 (Low),POINT (-2101.689510602101 4262.490673412702),619,100
836,2022-03,3,3,10.92699622,<=$15 (Low),POINT (-692.9825370378298 4950.223259408762),694,100
836,2022-04,2,3,10.92699622,<=$15 (Low),POINT (-692.9825370378298 4950.223259408762),694,67
836,2022-05,2,3,10.92699622,<=$15 (Low),POINT (-692.9825370378298 4950.223259408762),694,67
836,2022-06,2,3,10.92699622,<=$15 (Low),POINT (-692.9825370378298 4950.223259408762),694,67
